"","Event_Index","UTC_Timestamp","UTC_Date","Local_Timestamp","Local_Timezone","Local_Date","Experiment_ID","Experiment_Version","Tree_Node_Key","Repeat_Key","Schedule_ID","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","Checkpoint","Task_Name","Task_Version","Randomise_questionnaire_elements?","Question_Key","Response","id"
"409","3","1654680813171","08/06/2022 09:33:33","1654680813026","1","08/06/2022 10:33:33","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3-quantised","6","u4ckj0xb"
"410","4","1654680813171","08/06/2022 09:33:33","1654680813026","1","08/06/2022 10:33:33","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3","4","u4ckj0xb"
"411","5","1654680813171","08/06/2022 09:33:33","1654680813026","1","08/06/2022 10:33:33","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3-quantised","4","u4ckj0xb"
"412","6","1654680813171","08/06/2022 09:33:33","1654680813026","1","08/06/2022 10:33:33","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3","4","u4ckj0xb"
"413","7","1654680813171","08/06/2022 09:33:33","1654680813026","1","08/06/2022 10:33:33","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3-quantised","4","u4ckj0xb"
"414","8","1654680813171","08/06/2022 09:33:33","1654680813026","1","08/06/2022 10:33:33","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3","4","u4ckj0xb"
"415","9","1654680813171","08/06/2022 09:33:33","1654680813026","1","08/06/2022 10:33:33","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3-quantised","4","u4ckj0xb"
"416","10","1654680813171","08/06/2022 09:33:33","1654680813027","1","08/06/2022 10:33:33","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3","5","u4ckj0xb"
"417","11","1654680813171","08/06/2022 09:33:33","1654680813027","1","08/06/2022 10:33:33","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3-quantised","5","u4ckj0xb"
"418","12","1654680813171","08/06/2022 09:33:33","1654680813027","1","08/06/2022 10:33:33","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3","5","u4ckj0xb"
"419","13","1654680813171","08/06/2022 09:33:33","1654680813027","1","08/06/2022 10:33:33","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3-quantised","5","u4ckj0xb"
"420","14","1654680813171","08/06/2022 09:33:33","1654680813027","1","08/06/2022 10:33:33","86605","12","questionnaire-omxu",NA,"22353727","u4ckj0xb","6588751",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","END QUESTIONNAIRE","11431","u4ckj0xb"
"421","1","1654686409824","08/06/2022 11:06:49","1654686409738","1","08/06/2022 12:06:49","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","BEGIN QUESTIONNAIRE",NA,"rcburgqm"
"422","2","1654686425077","08/06/2022 11:07:05","1654686425027","1","08/06/2022 12:07:05","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3","5","rcburgqm"
"423","3","1654686425114","08/06/2022 11:07:05","1654686425028","1","08/06/2022 12:07:05","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3-quantised","5","rcburgqm"
"424","4","1654686425114","08/06/2022 11:07:05","1654686425028","1","08/06/2022 12:07:05","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3","3","rcburgqm"
"425","5","1654686425114","08/06/2022 11:07:05","1654686425029","1","08/06/2022 12:07:05","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3-quantised","3","rcburgqm"
"426","6","1654686425114","08/06/2022 11:07:05","1654686425029","1","08/06/2022 12:07:05","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3","5","rcburgqm"
"427","7","1654686425114","08/06/2022 11:07:05","1654686425029","1","08/06/2022 12:07:05","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3-quantised","5","rcburgqm"
"428","8","1654686425114","08/06/2022 11:07:05","1654686425029","1","08/06/2022 12:07:05","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3","4","rcburgqm"
"429","9","1654686425114","08/06/2022 11:07:05","1654686425029","1","08/06/2022 12:07:05","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3-quantised","4","rcburgqm"
"430","10","1654686425114","08/06/2022 11:07:05","1654686425029","1","08/06/2022 12:07:05","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3","5","rcburgqm"
"431","11","1654686425114","08/06/2022 11:07:05","1654686425029","1","08/06/2022 12:07:05","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3-quantised","5","rcburgqm"
"432","12","1654686425114","08/06/2022 11:07:05","1654686425029","1","08/06/2022 12:07:05","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3","5","rcburgqm"
"433","13","1654686425114","08/06/2022 11:07:05","1654686425029","1","08/06/2022 12:07:05","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3-quantised","5","rcburgqm"
"434","14","1654686425114","08/06/2022 11:07:05","1654686425029","1","08/06/2022 12:07:05","86605","12","questionnaire-omxu",NA,"22355684","rcburgqm","6589320",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","END QUESTIONNAIRE","15291","rcburgqm"
"435","1","1654692093289","08/06/2022 12:41:33","1654692093168","1","08/06/2022 13:41:33","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","BEGIN QUESTIONNAIRE",NA,"p1el4un1"
"436","2","1654692116283","08/06/2022 12:41:56","1654692116207","1","08/06/2022 13:41:56","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3","4","p1el4un1"
"437","3","1654692116321","08/06/2022 12:41:56","1654692116209","1","08/06/2022 13:41:56","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3-quantised","4","p1el4un1"
"438","4","1654692116321","08/06/2022 12:41:56","1654692116209","1","08/06/2022 13:41:56","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3","1","p1el4un1"
"439","5","1654692116321","08/06/2022 12:41:56","1654692116209","1","08/06/2022 13:41:56","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3-quantised","1","p1el4un1"
"440","6","1654692116321","08/06/2022 12:41:56","1654692116209","1","08/06/2022 13:41:56","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3","4","p1el4un1"
"441","7","1654692116321","08/06/2022 12:41:56","1654692116209","1","08/06/2022 13:41:56","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3-quantised","4","p1el4un1"
"442","8","1654692116321","08/06/2022 12:41:56","1654692116209","1","08/06/2022 13:41:56","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3","2","p1el4un1"
"443","9","1654692116321","08/06/2022 12:41:56","1654692116209","1","08/06/2022 13:41:56","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3-quantised","2","p1el4un1"
"444","10","1654692116321","08/06/2022 12:41:56","1654692116209","1","08/06/2022 13:41:56","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3","3","p1el4un1"
"445","11","1654692116321","08/06/2022 12:41:56","1654692116209","1","08/06/2022 13:41:56","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3-quantised","3","p1el4un1"
"446","12","1654692116321","08/06/2022 12:41:56","1654692116209","1","08/06/2022 13:41:56","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3","3","p1el4un1"
"447","13","1654692116321","08/06/2022 12:41:56","1654692116209","1","08/06/2022 13:41:56","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3-quantised","3","p1el4un1"
"448","14","1654692116321","08/06/2022 12:41:56","1654692116209","1","08/06/2022 13:41:56","86605","12","questionnaire-omxu",NA,"22358224","p1el4un1","6590094",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","END QUESTIONNAIRE","23041","p1el4un1"
"449","1","1654696968406","08/06/2022 14:02:48","1654696968286","1","08/06/2022 15:02:48","86605","12","questionnaire-omxu",NA,"22360011","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","BEGIN QUESTIONNAIRE",NA,"7ca8udou"
"450","2","1654696981245","08/06/2022 14:03:01","1654696981173","1","08/06/2022 15:03:01","86605","12","questionnaire-omxu",NA,"22360011","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3","4","7ca8udou"
"451","3","1654696981308","08/06/2022 14:03:01","1654696981175","1","08/06/2022 15:03:01","86605","12","questionnaire-omxu",NA,"22360011","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_friendly-3-quantised","4","7ca8udou"
"452","4","1654696981308","08/06/2022 14:03:01","1654696981175","1","08/06/2022 15:03:01","86605","12","questionnaire-omxu",NA,"22360011","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3","2","7ca8udou"
"453","5","1654696981308","08/06/2022 14:03:01","1654696981175","1","08/06/2022 15:03:01","86605","12","questionnaire-omxu",NA,"22360011","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_similarity-3-quantised","2","7ca8udou"
"454","6","1654696981308","08/06/2022 14:03:01","1654696981175","1","08/06/2022 15:03:01","86605","12","questionnaire-omxu",NA,"22360011","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3","3","7ca8udou"
"455","7","1654696981308","08/06/2022 14:03:01","1654696981175","1","08/06/2022 15:03:01","86605","12","questionnaire-omxu",NA,"22360011","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_attractiveness-3-quantised","3","7ca8udou"
"456","8","1654696981308","08/06/2022 14:03:01","1654696981175","1","08/06/2022 15:03:01","86605","12","questionnaire-omxu",NA,"22360011","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3","4","7ca8udou"
"457","9","1654696981308","08/06/2022 14:03:01","1654696981175","1","08/06/2022 15:03:01","86605","12","questionnaire-omxu",NA,"22360011","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_art_knowledge-3-quantised","4","7ca8udou"
"458","10","1654696981308","08/06/2022 14:03:01","1654696981175","1","08/06/2022 15:03:01","86605","12","questionnaire-omxu",NA,"22360011","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3","4","7ca8udou"
"459","11","1654696981308","08/06/2022 14:03:01","1654696981175","1","08/06/2022 15:03:01","86605","12","questionnaire-omxu",NA,"22360011","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_competent-3-quantised","4","7ca8udou"
"460","12","1654696981308","08/06/2022 14:03:01","1654696981175","1","08/06/2022 15:03:01","86605","12","questionnaire-omxu",NA,"22360011","7ca8udou","6590644",NA,"complete",NA,NA,"computer","Desktop or Laptop","Mac OS 10.15.7","Safari 15.4","1680x1050","1680x998",NA,"Rating - warmth and competence 3","2","No","rating_rational-3","5","7ca8udou"
