"","Participant_Public_ID","Task_Name","Screen_Name","Zone_Name","Response","Hint"
"1268","fhonwjzj","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose left this time."""
"1269","fhonwjzj","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose left this time."""
"1271","fhonwjzj","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right."""
"1272","fhonwjzj","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right."""
"1273","fhonwjzj","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""I'd choose right."""
"1274","fhonwjzj","Maze game_Amie&Maria","Right","Zone2","Continue","""I'd choose right."""
"1276","fhonwjzj","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s right this time, I think."""
"1277","fhonwjzj","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s right this time, I think."""
"1278","fhonwjzj","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"1279","fhonwjzj","Maze game_Amie&Maria","Right","Zone2","Continue","""It’s right this time, I think."""
"1281","fhonwjzj","Maze game_Amie&Maria","Help","BethButton","Anna","""It’s left this time, I think."""
"1282","fhonwjzj","Maze game_Amie&Maria","Anna","Zone2","Continue","""It’s left this time, I think."""
"1283","fhonwjzj","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1284","fhonwjzj","Maze game_Amie&Maria","Left","Continue","Continue","""It’s left this time, I think."""
"1286","fhonwjzj","Maze game_Amie&Maria","Help","AnnaButton","Claire","""I'd choose right this time."""
"1287","fhonwjzj","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1288","fhonwjzj","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"1289","fhonwjzj","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose right this time."""
"1291","fhonwjzj","Maze game_Amie&Maria","Help","AnnaButton","Claire","""It’s left this time, I think."""
"1292","fhonwjzj","Maze game_Amie&Maria","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"1293","fhonwjzj","Maze game_Amie&Maria","ChooseDoor","RightButton","Right","""It’s left this time, I think."""
"1294","fhonwjzj","Maze game_Amie&Maria","Right","Zone2","Continue","""It’s left this time, I think."""
"1296","fhonwjzj","Maze game_Amie&Maria","Help","BethButton","Anna","""I'd choose right."""
"1297","fhonwjzj","Maze game_Amie&Maria","Anna","Zone2","Continue","""I'd choose right."""
"1298","fhonwjzj","Maze game_Amie&Maria","ChooseDoor","LeftButton","Left","""I'd choose right."""
"1299","fhonwjzj","Maze game_Amie&Maria","Left","Continue","Continue","""I'd choose right."""
"1307","nqcfkk0t","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left."""
"1308","nqcfkk0t","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left."""
"1309","nqcfkk0t","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"1310","nqcfkk0t","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"1312","nqcfkk0t","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right this time."""
"1313","nqcfkk0t","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1314","nqcfkk0t","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1315","nqcfkk0t","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"1317","nqcfkk0t","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s left this time, I think."""
"1318","nqcfkk0t","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s left this time, I think."""
"1319","nqcfkk0t","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1320","nqcfkk0t","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"1322","nqcfkk0t","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose left."""
"1323","nqcfkk0t","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose left."""
"1324","nqcfkk0t","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"1325","nqcfkk0t","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"1327","nqcfkk0t","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"1328","nqcfkk0t","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"1329","nqcfkk0t","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1330","nqcfkk0t","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"1332","nqcfkk0t","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose left this time."""
"1333","nqcfkk0t","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose left this time."""
"1334","nqcfkk0t","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"1335","nqcfkk0t","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left this time."""
"1337","nqcfkk0t","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right."""
"1338","nqcfkk0t","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right."""
"1339","nqcfkk0t","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"1340","nqcfkk0t","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"1342","nqcfkk0t","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s right this time, I think."""
"1343","nqcfkk0t","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s right this time, I think."""
"1344","nqcfkk0t","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s right this time, I think."""
"1345","nqcfkk0t","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s right this time, I think."""
"1347","nqcfkk0t","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s left this time, I think."""
"1348","nqcfkk0t","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"1349","nqcfkk0t","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1350","nqcfkk0t","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"1352","nqcfkk0t","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right this time."""
"1353","nqcfkk0t","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1354","nqcfkk0t","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1355","nqcfkk0t","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"1357","nqcfkk0t","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s left this time, I think."""
"1358","nqcfkk0t","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s left this time, I think."""
"1359","nqcfkk0t","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1360","nqcfkk0t","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"1362","nqcfkk0t","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right."""
"1363","nqcfkk0t","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right."""
"1364","nqcfkk0t","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"1365","nqcfkk0t","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"1372","7end2q7p","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left."""
"1373","7end2q7p","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left."""
"1374","7end2q7p","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"1375","7end2q7p","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"1377","7end2q7p","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right this time."""
"1378","7end2q7p","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1379","7end2q7p","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1380","7end2q7p","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"1382","7end2q7p","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s left this time, I think."""
"1383","7end2q7p","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s left this time, I think."""
"1384","7end2q7p","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1385","7end2q7p","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"1387","7end2q7p","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose left."""
"1388","7end2q7p","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose left."""
"1389","7end2q7p","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"1390","7end2q7p","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"1392","7end2q7p","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right this time."""
"1393","7end2q7p","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1394","7end2q7p","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1395","7end2q7p","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"1397","7end2q7p","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left this time."""
"1398","7end2q7p","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left this time."""
"1399","7end2q7p","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left this time."""
"1400","7end2q7p","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left this time."""
"1402","7end2q7p","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right."""
"1403","7end2q7p","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right."""
"1404","7end2q7p","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose right."""
"1405","7end2q7p","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose right."""
"1407","7end2q7p","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s right this time, I think."""
"1408","7end2q7p","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s right this time, I think."""
"1409","7end2q7p","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s right this time, I think."""
"1410","7end2q7p","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s right this time, I think."""
"1412","7end2q7p","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s left this time, I think."""
"1413","7end2q7p","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s left this time, I think."""
"1414","7end2q7p","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1415","7end2q7p","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"1417","7end2q7p","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"1418","7end2q7p","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"1419","7end2q7p","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"1420","7end2q7p","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose right this time."""
"1422","7end2q7p","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s left this time, I think."""
"1423","7end2q7p","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"1424","7end2q7p","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1425","7end2q7p","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"1427","7end2q7p","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right."""
"1428","7end2q7p","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right."""
"1429","7end2q7p","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"1430","7end2q7p","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"1437","ekh4e8la","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose left."""
"1438","ekh4e8la","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose left."""
"1439","ekh4e8la","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"1440","ekh4e8la","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"1442","ekh4e8la","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
"1443","ekh4e8la","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right this time."""
"1444","ekh4e8la","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right this time."""
"1445","ekh4e8la","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right this time."""
"1447","ekh4e8la","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s left this time, I think."""
"1448","ekh4e8la","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s left this time, I think."""
"1449","ekh4e8la","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""It’s left this time, I think."""
"1450","ekh4e8la","Maze game_Lucile&Amie","Left","Continue","Continue","""It’s left this time, I think."""
"1452","ekh4e8la","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose left."""
"1453","ekh4e8la","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose left."""
"1454","ekh4e8la","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose left."""
"1455","ekh4e8la","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose left."""
"1457","ekh4e8la","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""I'd choose right this time."""
"1458","ekh4e8la","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""I'd choose right this time."""
"1459","ekh4e8la","Maze game_Lucile&Amie","ChooseDoor","LeftButton","Left","""I'd choose right this time."""
"1460","ekh4e8la","Maze game_Lucile&Amie","Left","Continue","Continue","""I'd choose right this time."""
"1462","ekh4e8la","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose left this time."""
"1463","ekh4e8la","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose left this time."""
"1464","ekh4e8la","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose left this time."""
"1465","ekh4e8la","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose left this time."""
"1467","ekh4e8la","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right."""
"1468","ekh4e8la","Maze game_Lucile&Amie","Anna","Zone2","Continue","""I'd choose right."""
"1469","ekh4e8la","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""I'd choose right."""
"1470","ekh4e8la","Maze game_Lucile&Amie","Right","Zone2","Continue","""I'd choose right."""
"1472","ekh4e8la","Maze game_Lucile&Amie","Help","BethButton","Beth","""It’s right this time, I think."""
"1473","ekh4e8la","Maze game_Lucile&Amie","Anna","Zone2","Continue","""It’s right this time, I think."""
"1474","ekh4e8la","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""It’s right this time, I think."""
"1475","ekh4e8la","Maze game_Lucile&Amie","Right","Zone2","Continue","""It’s right this time, I think."""
"1477","ekh4e8la","Maze game_Lucile&Amie","Help","AnnaButton","Claire","""It’s left this time, I think."""
"1478","ekh4e8la","Maze game_Lucile&Amie","Claire","AdvanceAnna","Continue","""It’s left this time, I think."""
"1479","ekh4e8la","Maze game_Lucile&Amie","ChooseDoor","RightButton","Right","""It’s left this time, I think."""
"1480","ekh4e8la","Maze game_Lucile&Amie","Right","Zone2","Continue","""It’s left this time, I think."""
"1482","ekh4e8la","Maze game_Lucile&Amie","Help","BethButton","Beth","""I'd choose right this time."""
